clusterId,sequences,userId,sessionNum,initialQuery
2,NewQuery,1466509,41,nascar nbc
5,NewQuery+Click1-5,23030115,1,nappa auto
5,NewQuery,11744780,0,jim wernig chevrolet
5,NewQuery+Click1-5,20855800,0,performance wheel company
5,NewQuery+Click11++Click1-5+Click1-5+RefinedQuery+Click1-5,9358939,23,yaris
5,NewQuery+Click1-5+Click1-5,1624576,15,national car rental
5,NewQuery+Click1-5,865922,39,95 maxima trunk wing
5,NewQuery+Click1-5+Click1-5+Click1-5+NewQuery+NewQuery+RefinedQuery,4889279,3,low riders
5,NewQuery,5096015,12,cj5 restoration parts
5,NewQuery+Click1-5+Click1-5+Click1-5+Click6-10+Click6-10+Click11+,6758447,43,nascar
5,NewQuery+NewQuery+NewQuery+NextPage+Click1-5+Click1-5+Click1-5+NextPage+Click11+,13082909,28,chevy
4,NewQuery+Click6-10+Click1-5+NextPage+Click11++NewQuery+Click1-5,5616945,22,carmart
2,NewQuery+NextPage+Click1-5+Click1-5,4289373,29,brooklyn ford
4,NewQuery,5663822,16,motorcycles
4,NewQuery,1202541,41,1976 buick electra
5,NewQuery+Click1-5,7794553,13,pontiac rally wheel codes
5,NewQuery+Click1-5,97407,21,mazda dealer charlotte nc
5,NewQuery+NewQuery+NextPage+Click11++Click11++NextPage+Click11++NextPage+NextPage+Click11++NextPage+NextPage+Click11++NextPage,7897529,26,eighteen wheeler pictures
5,NewQuery+Click1-5,19117049,42,swing sets for less
4,NewQuery+NewQuery+Click1-5,15529606,57,jet engine
5,NewQuery+Click1-5+Click1-5,12891355,7,westgate chevrolet
5,NewQuery+NewQuery+Click1-5+Click1-5+Click1-5+NewQuery+Click1-5+NewQuery+NewQuery+Click1-5,23340183,0,wheeler dealer
5,NewQuery+Click1-5,3452891,96,fred haas toyota
5,NewQuery+Click6-10+NewQuery,9137164,1,hurd honda on 44
4,NewQuery+NextPage+Click1-5+NewQuery+NextPage+Click1-5,8701433,22,cars
5,NewQuery+NextPage+NextPage,4937758,10,hight chevrolet
4,NewQuery+Click1-5,2640513,32,boss motorsports
5,NewQuery,6035176,9,turbine how it works
4,NewQuery+Click1-5,3013930,41,motor sports
5,NewQuery,7525173,42,toyota solara convertible
2,NewQuery+NextPage+NewQuery+Click1-5,9843475,39,classifieds
2,NewQuery+Click1-5,3541114,73,auto zone
2,NewQuery+NextPage+RefinedQuery+NewQuery+Click1-5+Click1-5+NextPage,5141303,59,running boards for 2006 chevy trailblazer ls
5,NewQuery+Click1-5,2490859,24,yahoo cars
5,NewQuery+Click1-5+Click1-5,15703495,21,north texas nissan
5,NewQuery+Click1-5,5934611,92,chevy parts
4,NewQuery+NextPage+NewQuery+NewQuery,447391,11,milissa data
4,NewQuery+Click1-5,8683966,89,ford dealership on plainfield
5,NewQuery+Click1-5,3460887,12,custom aircraft parts el cajon ca
5,NewQuery+Click1-5,6945056,9,ebay motors passenger vehicles
5,NewQuery+NextPage+NextPage+NextPage+NextPage+NextPage+NextPage+NextPage+NextPage+NextPage+NewQuery+Click1-5+Click1-5+Click1-5+Click1-5+Click11++NewQuery+NextPage+NextPage+NextPage+NextPage+NextPage+NextPage+NextPage+NextPage+NextPage+NextPage+NextPage+NextPage+NextPage+Click1-5,16395936,50,cb 750 choppers
5,NewQuery+Click1-5+Click1-5+Click1-5,6221471,7,pictures of 1991 chevy camaros
5,NewQuery+Click1-5,4762848,9,mercedes benz
5,NewQuery+Click1-5,15838702,26,gaames for sale
2,NewQuery+NextPage+NextPage+NextPage+NextPage+NextPage+NextPage+NextPage+NextPage+NewQuery+NewQuery+Click1-5+NewQuery+Click1-5,4603180,23,nissan
5,NewQuery,9001207,21,bakers used auto parts lincoln
5,NewQuery,1170266,15,wheeloffortune
5,NewQuery+NextPage+NextPage+Click1-5,6758447,41,nissan
5,NewQuery+Click1-5,1544367,31,futura tires
5,NewQuery+Click1-5,3413237,29,excavators
5,NewQuery+Click11+,9454806,11,unicycle training wheels
2,NewQuery,9713024,5,buick lasaber
5,NewQuery+Click1-5,7411231,26,1970 boss 351 mustang
2,NewQuery+Click1-5+NewQuery+Click1-5+Click1-5,3339923,15,pinnacle mantis
5,NewQuery+RefinedQuery+Click1-5+Click1-5+Click1-5+Click1-5+Click1-5+Click1-5+Click6-10+Click6-10+Click6-10+Click11++NextPage+Click11++Click11++Click11++Click11++Click11++NextPage+Click11++Click11++Click11+,3928494,43,wachovia
5,NewQuery+Click1-5,5296256,23,s14 exhaust
2,NewQuery+Click1-5+NextPage+Click6-10+Click11++NextPage+Click1-5+Click6-10+NextPage+NextPage+NextPage+Click6-10+Click6-10+Click1-5+RefinedQuery+NextPage+Click6-10+NextPage+Click6-10+NextPage+NextPage+NextPage+NextPage+NextPage+NextPage+NextPage+NextPage+NextPage+NextPage+NextPage+NextPage+NextPage+NewQuery+NextPage+NextPage+NextPage+Click1-5+Click1-5+Click6-10+NextPage+NextPage+NextPage+Click1-5+NextPage+NextPage+NextPage+NextPage,2799091,33,cowboys
5,NewQuery+NewQuery,1649227,18,new sorenson vp 200
5,NewQuery+Click6-10,6417961,66,rental car
5,NewQuery+Click1-5,16009290,17,toyota
5,NewQuery+Click1-5+NewQuery,2251882,137,americas army delta force
5,NewQuery,6115030,95,old mustangs
2,NewQuery+Click1-5,15514572,15,pictures
2,NewQuery+Click1-5,576123,166,new trucks
2,NewQuery+Click1-5,7049429,7,hunter duotherm
2,NewQuery+Click6-10+NextPage+Click11++Click11++NextPage+NewQuery+NewQuery+NewQuery+NextPage+Click11++RefinedQuery+Click1-5+Click1-5,13944673,30,honda s2000
4,NewQuery+NewQuery+RefinedQuery,3257812,34,duramax
5,NewQuery,11350066,12,lexus sc430 for sale
2,NewQuery,6035801,92,circuitcity
2,NewQuery+Click1-5+NewQuery+Click1-5,1509667,240,models sporting goods
4,NewQuery+NewQuery,7389239,152,cars for less
5,NewQuery,1774532,6,chevy trailblazer
4,NewQuery+Click1-5+NewQuery+Click1-5+NewQuery+Click1-5+Click1-5,14381713,5,auto trader
5,NewQuery+Click1-5,6602964,37,nissan sentra
5,NewQuery+Click1-5,2185174,95,sagamore
5,NewQuery,20867515,10,biking from santa monica to palos verdes
2,NewQuery+Click1-5,5393322,39,msn
4,NewQuery+Click1-5+NewQuery+NewQuery+NewQuery+Click1-5+NewQuery+Click1-5,5571748,9,breseechevrolet com
5,NewQuery+NewQuery+Click1-5+Click1-5+Click1-5+Click1-5+Click6-10+NewQuery+Click1-5+NextPage+NewQuery+Click1-5,1839415,40,rent a ferrari
5,NewQuery+NextPage+Click1-5,4070018,43,ebay
5,NewQuery+NewQuery+Click1-5,7133057,2,wheelchair parts
5,NewQuery+RefinedQuery,624086,3,old car trader
5,NewQuery+Click1-5,6197406,9,slugger saw
4,NewQuery,13889366,25,wheeloffourtune
5,NewQuery+RefinedQuery+Click1-5,15175163,0,turbo 21
5,NewQuery,4683373,36,rosenthal honda
5,NewQuery+RefinedQuery+NextPage+NextPage+Click6-10+NewQuery+NewQuery+NewQuery+Click1-5+Click1-5,5860866,7,westernstartrucks
4,NewQuery+NewQuery,2202020,32,ebaymotors
5,NewQuery+Click1-5,17078501,1,hondamotorcycles
4,NewQuery+Click1-5,8413423,55,chrome valve cover for 1964 thunderbird
5,NewQuery+NewQuery+Click1-5,7141768,6,dodge
5,NewQuery+Click1-5,2717388,7,used parts 1957 chev belair
5,NewQuery+RefinedQuery,5765233,22,north county gmc
5,NewQuery+Click1-5,9185263,0,yamaha motorcycles
2,NewQuery+RefinedQuery+Click1-5+Click1-5,3389643,52,chevy
5,NewQuery,10711810,11,dodge hemi
5,NewQuery+NextPage+RefinedQuery+Click1-5,3369775,20,weber dealers michigan
2,NewQuery+NewQuery+NewQuery+NewQuery,2570872,14,suzuki
4,NewQuery+NewQuery+Click1-5,16716794,0,truckstopcom
2,NewQuery+NewQuery+RefinedQuery+Click1-5+Click1-5+Click1-5+Click1-5+Click1-5,3885905,113,used volvo 960 sale
clusterId,sequences,userId,sessionNum,initialQuery
3,NewQuery+Click1-5,1871400,71,hampton inns
2,NewQuery+Click1-5,6410557,17,salt river rafting
3,NewQuery+NewQuery+Click1-5+Click1-5,14816125,14,galveston rv parks
3,NewQuery+Click1-5+NewQuery+NewQuery+Click1-5+RefinedQuery+Click1-5+NewQuery+Click1-5+Click1-5,2726728,15,las vegas activities for children
3,NewQuery+NextPage,7046197,6,parkwood inn anchorage alaska
3,NewQuery,8301763,23,walt disney world orlando
3,NewQuery+Click1-5,13595083,1,disney's caribbean beach resort
3,NewQuery,9678910,121,las vegas hilton
2,NewQuery+Click1-5,5426574,3,mandalay bay hotel casino
3,NewQuery+Click1-5+Click1-5+NewQuery+Click1-5+Click1-5+Click6-10,9927914,28,westin in va beach
3,NewQuery+Click1-5+Click6-10+Click6-10,2623690,69,africa travel association
3,NewQuery+Click1-5,2450757,4,france hotels
3,NewQuery+Click1-5+NewQuery+Click1-5+NewQuery+Click1-5,11693680,8,reno nevada nuggett hotel
2,NewQuery+Click1-5,4699535,26,nustcenterarrv
3,NewQuery,640273,86,the townhouse dublin ireland
3,NewQuery+Click1-5+Click6-10+Click11++NextPage+Click11++NewQuery+Click1-5+Click1-5+Click1-5,7371770,1,empire hotel rome
3,NewQuery+NextPage+NewQuery+Click1-5,6715083,30,cartoonnetwork
3,NewQuery+Click1-5,18060415,4,cartoonnetwork totally spies
3,NewQuery+Click1-5+Click6-10+Click1-5+Click1-5+Click6-10+Click11+,1624576,9,hotel adagio
3,NewQuery,2557497,5,nickelodeon hotel
3,NewQuery+Click1-5,7625469,66,via san tomaso 57 bergamo
3,NewQuery+Click1-5,11391166,0,new jersey clubs
3,NewQuery+Click1-5+NewQuery+Click1-5,369347,3,cartoon networkcom
3,NewQuery+Click1-5+Click6-10+NextPage+Click11++NewQuery+RefinedQuery+Click1-5+NextPage+Click11++Click11++NewQuery+Click6-10+NextPage+Click11+,3383207,22,rockreef resrt
3,NewQuery+NewQuery+Click1-5,2353216,8,motels in flagstaff az.
3,NewQuery+Click1-5+Click1-5+Click1-5+Click6-10+NewQuery+Click1-5+Click1-5+Click1-5+Click6-10+Click6-10,22082569,4,fishing tours in las vegas
3,NewQuery+NextPage,630018,12,double tree hotel irvine ca
3,NewQuery+Click1-5+Click1-5,3623199,69,comfort inn
3,NewQuery+Click1-5+RefinedQuery+Click1-5+Click1-5+NewQuery+Click1-5,6705227,1,keywest hotels
3,NewQuery,6122968,20,koa campgrounds
3,NewQuery+NextPage+Click11++Click11+,1046780,181,marks bookmarks
3,NewQuery+NewQuery,4405423,57,lake motel south hill va.
3,NewQuery+Click1-5,6844831,1,'holiday 20inn 20hotel'
3,NewQuery+NewQuery+Click1-5,8250420,15,newport beach pier
3,NewQuery+RefinedQuery+Click6-10+NewQuery+Click1-5,1709400,9,human leapfrog
3,NewQuery+RefinedQuery+NextPage,3151513,9,room skate
3,NewQuery,2867750,171,columbia sc hotels
3,NewQuery+Click1-5,13849144,3,outrigger el dorado resort
3,NewQuery+Click1-5+NewQuery+Click1-5+NewQuery+Click1-5+Click1-5+Click1-5,6982767,23,perillo
3,NewQuery+Click1-5+Click1-5+Click1-5+Click6-10+NextPage+NewQuery+Click1-5,11780207,23,cruise-critic
2,NewQuery,8335739,4,homewood suites
3,NewQuery+Click1-5+NextPage+Click1-5,9476711,5,the simpsons live action
3,NewQuery+Click1-5,4233056,51,nugget hotel las vegas
3,NewQuery+Click1-5+NewQuery+Click1-5,88112,25,vacation deals myrtle beach
3,NewQuery+Click1-5+NewQuery+Click1-5,3870355,20,huron breeze golf course michigan
3,NewQuery+RefinedQuery,3781322,45,niagra falls ontario attractions
3,NewQuery+Click1-5+NewQuery+RefinedQuery+Click1-5+NewQuery+Click1-5+NewQuery+Click1-5,10400727,0,coney island photos and map...click on the red dotsclick here coney island - 1949 map
3,NewQuery+Click1-5,2863393,4,carnival cruise lines
3,NewQuery,4434604,20,mapquest
3,NewQuery+Click1-5,10291,85,trump marina atlantic city
3,NewQuery+Click1-5,6399541,46,renaissance cruise line
3,NewQuery+Click1-5,10494238,10,doubletree hotel
3,NewQuery,9297251,6,embassy
3,NewQuery+Click1-5,1203766,16,salt lake county
3,NewQuery+Click1-5,4778093,1,cellularone
3,NewQuery,3570296,79,bombay company
3,NewQuery+Click1-5,20435059,4,gay 2520day
3,NewQuery+NewQuery+Click1-5+Click1-5+Click1-5,837054,45,resortquest waikiki circle hotel
2,NewQuery+NewQuery,2624459,11,carnival cruise lines
3,NewQuery+RefinedQuery+NextPage+NewQuery+NextPage+NextPage,3639132,60,pacific monach resorts
3,NewQuery+Click1-5,10767484,30,incredible hulk coaster
3,NewQuery+Click1-5,7026999,18,unilever hit the road sweepstakes
3,NewQuery,4625786,17,walt disney vacation package
3,NewQuery+Click1-5+NextPage,18995391,17,seaworld
3,NewQuery,720648,9,maid in the usa west hollywood
3,NewQuery+Click1-5,11627410,36,huntington lake ca camping
3,NewQuery+Click1-5,7264088,66,moondance adventures
3,NewQuery+Click1-5+Click1-5,5077000,38,prague
3,NewQuery+Click1-5+Click1-5+Click1-5+NewQuery+Click1-5,5193239,20,tourfactory
2,NewQuery+NewQuery+NewQuery,6609799,105,luxury inn absecon nj
3,NewQuery+NextPage+Click11+,4055061,27,disneyeverest
3,NewQuery+NewQuery+Click6-10+NewQuery+Click1-5+NewQuery+NewQuery+NewQuery+RefinedQuery+NextPage,1120527,41,hookah lounges in san diego
2,NewQuery+Click1-5+Click1-5,1336402,33,niptuck
3,NewQuery+Click1-5,3410450,7,laguardia 20airport
3,NewQuery+NewQuery+NewQuery+Click1-5+NewQuery+Click1-5,5877383,16,travelocity
3,NewQuery+Click1-5+Click6-10,8678802,3,campgrounds
2,NewQuery+Click1-5,6610031,61,ralphlauren
3,NewQuery,2623690,28,international travel concepts
3,NewQuery+Click1-5+Click11+,15221896,0,the stone mill inn
3,NewQuery+Click1-5,17039420,1,comfort inn
3,NewQuery+Click1-5+NewQuery,12418940,32,hotels in east aurora il
3,NewQuery,2680083,156,globus travel
3,NewQuery+Click1-5,883580,51,timothy leary
3,NewQuery+Click1-5+Click6-10+NewQuery+NewQuery+Click6-10+Click1-5,1025644,0,rocky mountaineer vacations
3,NewQuery,6339496,6,carnival
3,NewQuery,2577367,3,purple parrot resort
3,NewQuery,2403425,29,homestead suites
3,NewQuery+Click1-5+NextPage+RefinedQuery+Click1-5+Click1-5+NextPage+NewQuery,11811698,1,renaissance concourse atlanta hotel
3,NewQuery+NextPage+Click1-5+NewQuery+Click1-5,2161453,6,disney channel
3,NewQuery+Click1-5,5518741,48,bass swimbaits
3,NewQuery+NewQuery+Click1-5,9415386,33,tripadvisor
3,NewQuery+Click1-5+Click6-10+Click1-5,4399687,43,carribean adult resorts
3,NewQuery+Click1-5,6122968,11,koa campgrounds
3,NewQuery+NewQuery+NewQuery,11727705,23,treasure island casino
2,NewQuery,16118281,13,foxwoods book a room link
3,NewQuery+Click1-5+NewQuery+Click1-5+NewQuery+Click1-5,22791098,1,how to raise fishing worms
2,NewQuery,6275466,2,travel
3,NewQuery+Click1-5+Click1-5+Click1-5+Click1-5+Click6-10,1614554,28,tuscany hotel casino las vegas
2,NewQuery+NewQuery+Click1-5+Click1-5+Click1-5,8920677,29,last minute cruises
3,NewQuery+Click1-5,5835838,5,furnace creek inn
3,NewQuery+RefinedQuery+NextPage+Click1-5,16293790,27,nickoledon
3,NewQuery+NewQuery+Click1-5+Click6-10+Click1-5+Click1-5+NewQuery+Click1-5+NewQuery+Click1-5+Click1-5+Click6-10+Click6-10+Click6-10,7744277,3,vacation rentals in rosscommonos michigan
3,NewQuery+Click1-5+Click1-5+Click1-5+Click1-5,3348777,43,tradewinds resort
3,NewQuery+Click1-5,3406572,78,disney.world
3,NewQuery+Click1-5+Click6-10+Click6-10+NextPage,1755165,4,the wb
3,NewQuery,2043775,57,salmon
3,NewQuery,589501,33,new orleans hotel las vegas
3,NewQuery,21203336,4,disney
2,NewQuery+Click1-5,11739122,27,adventureland hotel packages des moines ia
3,NewQuery+Click1-5+Click1-5+Click1-5+NewQuery+RefinedQuery+NewQuery+NewQuery,1853563,24,westin hotels
3,NewQuery+Click1-5+Click1-5,929313,243,mountsinai visiting hours
3,NewQuery+Click6-10+NewQuery+Click1-5,2839690,228,new york new york hotel
3,NewQuery+Click1-5+Click6-10+NewQuery+NextPage+RefinedQuery+RefinedQuery+Click1-5+Click1-5+Click1-5+Click11+,2323994,7,port orleans riverside resort orlando florida
3,NewQuery,5829368,3,central fla couples room
3,NewQuery,4217912,23,travelocity
3,NewQuery+Click1-5+Click1-5+Click11++NextPage+Click11+,9572897,2,walt disney world
3,NewQuery,4707951,7,travelocity
3,NewQuery+Click1-5,5530923,22,omni berkshire
3,NewQuery,13415686,7,radisson hotels iceland
3,NewQuery,4399687,72,galveston hotels
3,NewQuery,2277001,3,ptarmigan country club
3,NewQuery+Click1-5,12530201,2,vermont lodging
3,NewQuery+Click1-5,679387,11,marriott east side
3,NewQuery+Click1-5,6059853,34,cartoons
3,NewQuery+Click6-10+Click11++NewQuery,709814,5,casino eagle pass tx
3,NewQuery,1378824,58,sams club
3,NewQuery,7186102,5,days inn resorvations
3,NewQuery+Click1-5+NextPage+NewQuery+NewQuery+Click6-10+Click6-10+Click1-5,5647095,7,popponessett inn
3,NewQuery,11600850,6,silverton hotel and casino
2,NewQuery+Click1-5+Click1-5,13569878,7,motels pet friendly
2,NewQuery+RefinedQuery+Click1-5,12717346,7,enable guest
3,NewQuery,4670197,22,ozzie rock house
3,NewQuery+NextPage+NextPage+Click11++NextPage+NextPage+NextPage+NextPage+Click11++NextPage+Click11++Click11++Click11+,2449976,5,cartoon network
3,NewQuery+Click1-5,12141359,11,femchange
3,NewQuery+Click1-5+NewQuery+NextPage+Click1-5+NewQuery+Click1-5,1799679,19,princess cruise line
3,NewQuery+Click1-5+Click1-5+NewQuery+Click1-5+Click1-5,12917911,10,tunica mississippi
3,NewQuery,1005954,97,peabody hotel memphis
3,NewQuery+NewQuery,2918843,147,1986 firebird
3,NewQuery+Click1-5,5897360,3,sailing
2,NewQuery+NextPage+NextPage+NewQuery+NextPage+NewQuery+NextPage+NextPage+NewQuery+NextPage+Click6-10+Click6-10+Click6-10+NextPage+Click11++Click11++Click11+,17836891,3,tx boats
3,NewQuery+Click1-5,23068505,2,fish
3,NewQuery,20131702,2,alaska riverfly fishing
3,NewQuery+Click1-5,17286713,21,fairfield inns hot springs arkansas
3,NewQuery+RefinedQuery+Click1-5,17006896,12,big lots
3,NewQuery,9578905,24,boattrader
2,NewQuery,8814569,5,atlantic city casino
3,NewQuery,663937,68,el convento hotel
3,NewQuery+Click1-5+Click1-5,14625984,29,cannery casino
3,NewQuery+Click6-10+Click1-5,7230597,17,residence inn motel ohio
2,NewQuery,15218892,3,topsail island nc vacation rentals
3,NewQuery,12515444,18,marriott rewards
3,NewQuery+Click1-5,7345860,26,phoenician hotel in scottsdale arizona
3,NewQuery+RefinedQuery,3140528,33,global travel trends
3,NewQuery,1773376,24,fish for 10- gallon tanks
3,NewQuery+Click1-5+Click1-5,9628438,13,niagara casinos
3,NewQuery+Click1-5+NewQuery+Click1-5,12617773,20,fairfield inns
3,NewQuery+NewQuery,10881059,3,indiana casinos
3,NewQuery+Click1-5,7449854,9,thundervalley casino
3,NewQuery+Click1-5,4000577,37,disney cruise lines
3,NewQuery+NewQuery+Click1-5,7159688,30,care for dieng fish
3,NewQuery+Click1-5+Click1-5+Click1-5+Click6-10+Click6-10+Click1-5+Click1-5,7638254,21,crappie fishing with jigs
3,NewQuery+NextPage+Click1-5,5263610,2,the omni embassader east hotel
3,NewQuery+NewQuery,11921295,9,filmforce.ign.con
3,NewQuery+NewQuery+NextPage+NewQuery+NextPage+NewQuery+Click1-5,1343989,47,cottages for rent nantucket ma
3,NewQuery+Click1-5,8417006,13,westin hotels
3,NewQuery+Click6-10,11628211,11,orlando hotels
3,NewQuery+Click1-5,17429830,1,waltdisney
3,NewQuery+Click1-5,1791551,70,cruise value center
3,NewQuery+Click1-5+Click1-5,4217912,27,travelocity
3,NewQuery+Click1-5+Click1-5+NewQuery+Click1-5+Click1-5+Click6-10+NewQuery,4215348,42,disney tiles
2,NewQuery+Click6-10,2509801,7,hilton hotels
3,NewQuery+Click1-5,6037732,1,fishing stores
3,NewQuery+NextPage+Click1-5,1218182,30,cruise critic
3,NewQuery+Click1-5,3410363,19,cirque du soliel
3,NewQuery+Click1-5+Click6-10,3898113,14,hampton inn
2,NewQuery+NextPage+Click1-5,3456131,5,bronze boat hardware
3,NewQuery+NextPage+NextPage,6300094,7,royal caribbean
3,NewQuery+Click1-5+Click1-5+Click1-5+Click1-5+Click11++NextPage+Click11++Click11++Click11++NextPage+Click11++NewQuery+NextPage+Click11++NextPage+NewQuery+NextPage+NextPage+Click1-5+Click1-5+Click1-5+Click6-10+Click6-10+NextPage+Click11++Click11++Click11++NextPage+Click11++NextPage+Click11++NextPage+Click11++NextPage+Click1-5+Click1-5,406291,85,marriott
3,NewQuery+Click1-5+Click1-5+Click6-10+Click6-10+Click6-10+Click6-10+Click1-5+RefinedQuery+Click1-5+NextPage,3546938,13,florida 2 bedroom hotels
3,NewQuery+Click1-5+NextPage+Click1-5,7670010,2,waggle brothers
3,NewQuery,15997205,0,cruises only
2,NewQuery+Click1-5,2833162,22,western usa vacations
3,NewQuery+Click1-5+Click1-5+Click1-5+Click1-5+Click1-5,2399334,16,sheraton hotels
2,NewQuery+RefinedQuery+Click1-5+Click1-5+Click6-10+NewQuery+Click1-5,23545150,2,no deposit bnus casino
3,NewQuery,12326298,2,decc
3,NewQuery+Click1-5+NextPage,8222937,36,plenty of fish
3,NewQuery+NextPage+Click1-5,3700184,5,fish 20steelehead
3,NewQuery+Click1-5+Click1-5+Click1-5+NewQuery+Click1-5,2542715,0,does the desighn of the roller coaster effect its performnce
3,NewQuery,1484866,5,disney
2,NewQuery,3757029,22,veranda
3,NewQuery+Click1-5+Click11++NewQuery+Click1-5+NewQuery+Click1-5,5954929,23,mississippi queen riverboat
3,NewQuery+Click1-5,13326060,12,the tradewinds island resort florida
3,NewQuery+RefinedQuery+Click1-5+NewQuery+Click1-5,3911734,24,casa de campo
3,NewQuery+Click1-5,9008584,0,private room
3,NewQuery+Click1-5+Click1-5+NewQuery+Click1-5+NextPage,3863341,19,serrano hotel san francisco
3,NewQuery+NewQuery+RefinedQuery+Click1-5,2848335,45,orlando hotels
3,NewQuery+NextPage+NextPage+NextPage+NextPage+Click11++NextPage+NewQuery+Click1-5+Click1-5+Click6-10+Click6-10+NextPage+Click11++NextPage+Click11+,8650044,2,campgrounds delaware
3,NewQuery+RefinedQuery+Click1-5,148187,31,springhill suites oregon
2,NewQuery+Click1-5,4390949,30,disney
3,NewQuery+NewQuery+RefinedQuery+Click1-5+Click1-5,8046464,13,session9band
3,NewQuery+Click1-5,3508857,58,yachtworld
3,NewQuery+Click1-5+Click1-5+Click1-5,3482632,17,get the most out of las vegas
3,NewQuery+Click1-5+Click1-5+NewQuery+NextPage+Click1-5,2447487,18,newport dunes rv resort
2,NewQuery,730796,17,wharf raft baltimore
2,NewQuery+RefinedQuery+NewQuery+NewQuery+NextPage,3428475,0,amphibuos lst ship
3,NewQuery,589501,32,las vegas employment
3,NewQuery+Click1-5+Click1-5,10316621,68,hotels-motels yorba linda ca
3,NewQuery+Click1-5,2567347,112,aquasport boats
3,NewQuery+Click1-5,1726239,50,sheraton marina san diego
2,NewQuery+NextPage,19253925,12,penn state alumni art festival 2006
3,NewQuery+Click1-5,4923424,15,coconut bay resort and spa virtual tours
3,NewQuery+Click1-5+NextPage+Click1-5,2242758,15,pirarteland campground myrtle beach
3,NewQuery+NextPage+NextPage+Click1-5,3681575,2,corte madera
2,NewQuery+Click1-5+Click1-5+Click1-5+NextPage+Click11++Click11++Click11++Click11++NextPage,2240301,92,procraft boats
3,NewQuery+Click1-5,2051334,71,alaska cruises
3,NewQuery+Click1-5+Click1-5+Click1-5,5680113,50,7springs inn palm springs ca.
3,NewQuery+Click1-5,22860317,35,download 20slot
3,NewQuery+NewQuery+Click1-5,6508533,1,luxury mountain getaways
3,NewQuery+Click1-5,9199004,7,wandas country home
3,NewQuery+RefinedQuery+Click1-5+NewQuery+Click1-5+Click1-5+Click1-5+Click6-10+Click6-10+NextPage+NextPage+Click11++Click11++Click11++Click11++Click11+,412723,176,joyland online casino
3,NewQuery,5680113,59,7 springs inn hotel palm springs ca.
3,NewQuery+Click1-5,8891611,15,char hut
3,NewQuery+NextPage+NextPage,9942834,8,marriott cypress harbour
3,NewQuery+RefinedQuery+Click6-10+Click1-5+NextPage+Click11++NewQuery+NewQuery+Click1-5+NewQuery+NextPage+Click1-5+Click1-5+Click6-10+NextPage+Click1-5+Click6-10+Click1-5+Click11+,6838621,5,disneyland hotel
3,NewQuery+Click1-5+Click1-5+NewQuery,7040960,21,hotel barcelo costa rica
3,NewQuery+Click1-5+Click1-5,5983490,17,cheap washington d.c. hotels
3,NewQuery,7544482,7,norweigen cruise lines
2,NewQuery,2679936,4,sanibel island florida
3,NewQuery+Click1-5,4834365,19,celebrity cruises
3,NewQuery+Click1-5,569010,25,hilton head island
3,NewQuery+Click1-5,4459094,42,map of las vegas strip
3,NewQuery+Click1-5,24435118,0,used boats for sale
3,NewQuery+NextPage+Click1-5,23445432,0,comfort inn motel lafayette la.
3,NewQuery,9487300,9,hampton inn
3,NewQuery,1056282,61,new jersey travel agents
3,NewQuery,18121351,3,hospices in las vegas nevada
3,NewQuery+NewQuery+Click1-5+Click1-5+Click1-5+NewQuery+NewQuery+Click1-5+Click1-5,3552445,6,lowes motor speedway
3,NewQuery,5974117,4,casinos connecticut
3,NewQuery+NewQuery+Click1-5,12189689,0,las vegas hilton
2,NewQuery+Click1-5+Click1-5,2893320,0,hilton hotels
3,NewQuery+Click1-5,2694807,20,stations casino
3,NewQuery+Click1-5,9327814,5,monterey ca
3,NewQuery+Click6-10+Click6-10+Click1-5+NewQuery+Click1-5+Click6-10+NewQuery+Click6-10,5962256,49,los angeles hotels
3,NewQuery+Click1-5,10372481,50,hawthorne suites orlando
3,NewQuery+NewQuery+Click1-5+Click1-5+NewQuery+Click1-5+NewQuery+NewQuery+Click1-5+Click6-10+Click6-10+Click6-10+Click6-10+Click6-10+Click6-10,241242,17,mount view hotel in calistoga
3,NewQuery+Click1-5+Click1-5,12886187,5,quality inn kings ranson sedona
3,NewQuery+NextPage,1262286,4,hotels-willdwoodcrest
3,NewQuery+Click1-5,20751028,41,tandoori hut
3,NewQuery+NextPage+NewQuery+Click6-10+Click1-5+NewQuery+NextPage+Click1-5,10545804,9,disney mgm studios
3,NewQuery,7750388,9,holiday inn
3,NewQuery+Click1-5+Click1-5+Click1-5+Click1-5+Click1-5+Click6-10+NewQuery+Click1-5+Click11++NextPage+Click1-5+NextPage+Click1-5,7216573,9,tnt vacations
2,NewQuery,3222798,4,nasa
2,NewQuery+Click1-5,19453983,22,skateboarding tips
3,NewQuery,11795789,18,disneyland discount tickets
2,NewQuery+Click1-5,19418367,11,travelocity
3,NewQuery+Click11++Click1-5+Click1-5+RefinedQuery+Click1-5,2542715,15,sea gull motel cape hatteras
3,NewQuery+Click1-5+Click1-5,1920629,66,cartoon network
2,NewQuery+Click1-5,570685,12,disney cruise line
3,NewQuery+Click1-5+Click1-5+Click1-5+NewQuery+NewQuery+RefinedQuery,7355588,5,sea isle city new jersey
3,NewQuery,1557023,11,cartoonetwork
3,NewQuery+Click1-5+Click1-5+Click1-5+Click6-10+Click6-10+Click11+,1540066,5,cartoon network
3,NewQuery+NewQuery+NewQuery+NextPage+Click1-5+Click1-5+Click1-5+NextPage+Click11+,3660549,41,yachtsman hotel
