UserID,SessionNum,ActionClusterNum,DistinguishingFeatures,ActionSeq,KeywordClusterNum,Keywords,QuerySeq,pSkip,Click@1-5,MaxRR,MeanRR,AbandonmentRate,ReformulationRate,QueriesCount,ClicksPerQuery
1479285,8,-1  5,"5:NewQuery->Click1-5->Empty
5:Click1-5->Click1-5
5:NewQuery->Click1-5",NewQuery->Click1-5->NewQuery->Click6-10->Click6-10,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,texas rrc->naro texas,0.388888889,0.5,0.5625,0.559027778,0,0,2,1.5
651625,47,51  1,,NewQuery->NewQuery->NewQuery,51,ebay/indystar/posters/auction/stores/ebaycom/julielist/ebayauction/hdcd1/ebaycm,ebay->posters->baunman and bailey circus posters,1,0,0,0,1,0,3,0
2985659,0,6  2,"2:Click1-5->Click1-5
2:NewQuery->Click1-5->Click1-5
2:Click1-5->Click1-5->NewQuery
2:NewQuery->Click1-5->Empty",NewQuery->Click1-5->NewQuery->NewQuery->NewQuery->Click1-5->NewQuery->Click1-5->Click1-5,6,bank/bankofamerica/credit/nyse/amex/schwab/citibank/stock/express/ameritrade,bristol myers squibb->bms corporate offices->bristol myers squibb corporate offices->bristol myers squibb corporation->wyeth futures,0.2,0.6,0.833333333,0.783333333,0.4,0,5,0.8
6999218,49,-1  17,"2:NewQuery->NextPage
2:NewQuery->NextPage->NextPage
2:NextPage->NextPage
2:NextPage->NextPage->NewQuery
8:Click11+->Click11+
8:NextPage->Click11+->Click11+
8:NextPage->Click11+
8:Click11+->NextPage
8:Click1-5->Click6-10
17:Click1-5->Click1-5
17:NextPage->Click1-5
17:NextPage->NextPage->NextPage",NewQuery->RefinedQuery->Click11+->Click11+->NewQuery->NewQuery,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,st josephs school in suffolk county new york->st joseph's school in suffolk county new york->st joseph's college in suffolk county new york->six sigma program,0.916666667,0,0.0625,0.052083333,0.5,0.25,4,0.5
164361,67,99  1,,NewQuery,99,buddy/buddyview/icons/interpals/imhelp/buddymatch/buddylist/penpals/aim/aol,pal,1,0,0,0,0,0,1,0
13706177,5,5  1,,NewQuery,5,google/search/jeeves/googles/wikepedia/encylopedia/fotosearch/discovery/googlezipcodes/metasearch,google.co,1,0,0,0,1,0,1,0
9021015,79,38  1,,NewQuery->Click1-5->Click1-5,38,court/department/inmates/prisons/courts/dept/county/prison/courthouse/jail,sylvania municipal court sylvania ohio,0.5,1,0.5,0.375,0,0,1,2
5294118,286,7  3,"3:Click1-5->Click1-5
3:NewQuery->Click1-5
3:NewQuery->Click1-5->Empty",NewQuery,7,games/pogo/cheats/cheat/spades/xbox/pogogames/pc/poker/nintendo,jokers wild p oker,1,0,0,0,1,0,1,0
3168895,7,0  4,"4:NewQuery->NextPage
4:NextPage->NextPage
4:NextPage->Click1-5
4:NewQuery->RefinedQuery->Click1-5",NewQuery,0,cars/parts/car/honda/chevy/motors/chevrolet/motorcycle/tires/automobile,american auger directional boring machines for sale,1,0,0,0,0,0,1,0
8833853,18,-1  10,"4:NewQuery->RefinedQuery
4:RefinedQuery->Click1-5
4:NewQuery->RefinedQuery->Click1-5
4:NewQuery->NewQuery->RefinedQuery
10:Click1-5->Click1-5
10:Click1-5->NewQuery
10:Click1-5->Click6-10
10:NewQuery->RefinedQuery->Click1-5->Click1-5",NewQuery->RefinedQuery->Click6-10,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,dollyworld->dollywood,0.875,0,0.125,0.125,0.5,0.5,2,0.5
9341702,9,40  1,,NewQuery->Click1-5,40,irs/tax/taxes/forms/income/barbara/filing/payroll/turbotax/formshub,ohio department of taxation,0,1,1,1,0,0,1,1
3343559,21,-1  5,"5:NewQuery->Click1-5->Empty
5:Click1-5->Click1-5
5:NewQuery->Click1-5",NewQuery->Click1-5,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,smith barney,0,1,1,1,0,0,1,1
88112,25,1  3,"3:Click1-5->NewQuery
3:Click1-5->Click1-5
3:NewQuery->Click1-5",NewQuery->Click1-5->Click6-10,1,hotels/hotel/inn/casino/resort/vegas/marriott/cruises/motel/resorts,vacation deals myrtle beach,0.666666667,1,0.333333333,0.25,0,0,1,2
5726376,10,0  5,"5:NewQuery->Click1-5->Click1-5
5:Click1-5->Click1-5
5:NewQuery->Click1-5",NewQuery->Click1-5->NewQuery->Click1-5,0,cars/parts/car/honda/chevy/motors/chevrolet/motorcycle/tires/automobile,1957 milk truck->divco,0.375,1,0.625,0.625,0,0,2,1
3018825,45,-1  5,"5:NewQuery->Click1-5->Empty
5:Click1-5->Click1-5
5:NewQuery->Click1-5",NewQuery->Click1-5,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,savon,0,1,1,1,0,0,1,1
3237271,25,6  3,"3:NewQuery->Click1-5->NewQuery
3:NewQuery->Click1-5
3:NewQuery->Click1-5->Empty",NewQuery->Click1-5,6,bank/bankofamerica/credit/nyse/amex/schwab/citibank/stock/express/ameritrade,wells fargo,0,1,1,1,0,0,1,1
2249504,46,17  1,,NewQuery->Click1-5->Click1-5->Click6-10->Click11+->Click11+->Click11+->NewQuery->Click1-5->NewQuery->Click1-5->NewQuery->NewQuery->Click1-5,17,ebay/craigslist/craigs/craiglist/classifieds/orleans/chesapeake/craigslists/newyorksportsclub/norfolk,bathroom designs->craigslists->autolenders->swap a lease->edmunds,0.309782609,0.8,0.875,0.69419313,0.2,0,5,1.8
7916660,9,30  1,,NewQuery->NewQuery->NewQuery,30,school/schools/district/k12/marietta/sarasota/salem/depaul/waterbury/stroudsburg,msd of pike twp. schools->msd of pike twp. schools k12.in.us->msd of pike twp. schools,1,0,0,0,1,0,3,0
7106561,64,48  1,,NewQuery,48,airport/hall/madison/arena/park/metrodome/lax/stadium/memphis/stlouisparksdepartment,heritage hall leesburg va,1,0,0,0,1,0,1,0
1395384,14,37  1,,NewQuery,37,http/omhttp/oglehttp/web/mhttp/https/httppppp/httphair/portauthority/webquests,http,1,0,0,0,1,0,1,0
7194883,38,-1  5,"5:NewQuery->Click1-5->Empty
5:Click1-5->Click1-5
5:NewQuery->Click1-5",NewQuery->Click1-5,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,wachovia,0,1,1,1,0,0,1,1
5064206,55,-1  5,"5:NewQuery->Click1-5->Empty
5:Click1-5->Click1-5
5:NewQuery->Click1-5",NewQuery,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,south carolina education lottery,1,0,0,0,1,0,1,0
16770182,25,0  5,"5:NewQuery->Click1-5->Click1-5
5:Click1-5->Click1-5
5:NewQuery->Click1-5",NewQuery->Click1-5->Click1-5->Click1-5->Click6-10,0,cars/parts/car/honda/chevy/motors/chevrolet/motorcycle/tires/automobile,2002 mitsubishi eclipse gt,0.5,1,1,0.604166667,0,0,1,4
1669937,19,-1  5,"5:NewQuery->Click1-5->Empty
5:Click1-5->Click1-5
5:NewQuery->Click1-5",NewQuery->Click1-5,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,curvzz4nascar,0,1,1,1,0,0,1,1
14402097,17,57  1,,NewQuery->Click1-5->RefinedQuery->Click1-5->Click1-5->Click1-5,57,dictionary/crossword/webster/websters/dictionarey/thesaurus/crosswords/itiondictionary/lingo/primate,scrabble-assoc com.->scrabble-assoc com. dictionary,0.166666667,1,0.75,0.694444444,0,0.5,2,2
20090590,3,34  1,,NewQuery->Click6-10,34,lottery/lotto/mega/powerball/minnesota/megamillions/fortune/wisconsin/pa/gigagalleries,michigan lottery,0.833333333,0,0.166666667,0.166666667,0,0,1,1
3452516,130,14  1,,NewQuery->Click1-5->Click1-5,14,news/newspaper/herald/magazine/journal/newspapers/tribune/gazette/obituaries/magazines,sun herald biloxi ms,0,1,1,0.75,0,0,1,2
4417749,32,4  1,,NewQuery->NewQuery->Click1-5->Click6-10->RefinedQuery->NewQuery->NewQuery->Click1-5->Click6-10->Click6-10,4,surgery/disease/cancer/symptoms/mumps/diseases/health/epidemic/brain/spine,how to get into west point military acadamy->how to get into west point->how to get in to west point->endorsement needed for west point->applying to west point,0.69047619,0.4,0.291666667,0.203042328,0.6,0.2,5,1
1404983,12,-1  11,"4:NewQuery->RefinedQuery
4:RefinedQuery->Click1-5
4:NewQuery->RefinedQuery->Click1-5
4:NewQuery->NewQuery->RefinedQuery
11:NewQuery->NewQuery->NewQuery
11:NewQuery->NewQuery->Empty
11:NewQuery->NewQuery",NewQuery->RefinedQuery,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,pricelinem->priceline,1,0,0,0,1,0.5,2,0
358222,67,84  1,,NewQuery->Click1-5,84,clock/zones/clocks/daylight/chroncile/capecodtimes/bangkok/mars/earth/delta,mv times,0,1,1,1,0,0,1,1
7576924,9,0  2,"2:NewQuery->NewQuery->Click1-5
2:NewQuery->NewQuery->NewQuery
2:Click1-5->NewQuery->NewQuery
2:NewQuery->NewQuery->Empty",NewQuery->Click11+,0,cars/parts/car/honda/chevy/motors/chevrolet/motorcycle/tires/automobile,rebuilt motors,0.923076923,0,0.076923077,0.076923077,0,0,1,1
377137,201,24  3,"3:NextPage->Click11+
3:NextPage->NextPage
3:Click11+->Click11+",NewQuery->Click1-5,24,naked/galleries/std/adult/penis/babes/swingers/erotic/clitoris/orgasm,adult picture galleries,0.8,1,0.2,0.2,0,0,1,1
18384351,0,110  1,,NewQuery,110,hot/hotgay/ass/hotmai/iguy/hotpuss/hotmatchup/like/shirt/girl,what's hot,1,0,0,0,0,0,1,0
5580281,13,14  1,,NewQuery->Click1-5->Click1-5->Click1-5,14,news/newspaper/herald/magazine/journal/newspapers/tribune/gazette/obituaries/magazines,richmond times dispatch,0,1,1,1,0,0,1,3
3150145,12,4  1,,NewQuery->Click1-5->NewQuery->Click1-5->Click6-10,4,surgery/disease/cancer/symptoms/mumps/diseases/health/epidemic/brain/spine,hypothyroidism->pth,0.357142857,1,0.75,0.660714286,0,0,2,1.5
2784653,8,-1  5,"5:NewQuery->Click1-5->Empty
5:Click1-5->Click1-5
5:NewQuery->Click1-5",NewQuery,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,mysp,1,0,0,0,1,0,1,0
9415386,47,22  1,,NewQuery->NewQuery->Click1-5->NewQuery->Click1-5->NewQuery,22,walmart/walgreens/lowes/jcpenney/mervyns/macys/nordstrom/jcpenny/goodwill/sears,waldbaums&img images->waldbaums->duane reade->cvs,0,0.5,1,1,0.5,0,4,0.5
16413185,1,17  1,,NewQuery,17,ebay/craigslist/craigs/craiglist/classifieds/orleans/chesapeake/craigslists/newyorksportsclub/norfolk,ebay,1,0,0,0,1,0,1,0
12093926,1,76  1,,NewQuery,76,embassy/cuban/immigration/bangladesh/marry/visa/courthouse/usimmigration/immagration/uscis,birthcertificate,1,0,0,0,1,0,1,0
3870355,20,1  3,"3:Click1-5->NewQuery
3:Click1-5->Click1-5
3:NewQuery->Click1-5",NewQuery->Click1-5->Click1-5->NewQuery->Click1-5->NewQuery->Click1-5->Click1-5->NewQuery->NewQuery,1,hotels/hotel/inn/casino/resort/vegas/marriott/cruises/motel/resorts,huron breeze golf course michigan->best western michigan->best western pinewood lodge au->cheap hotels->holiday inn east tawas michigan,0,0.6,1,0.916666667,0.4,0,5,1
20916927,60,118  1,,NewQuery->Click1-5,118,report/credit/carfaxreport/equifax/experian/annualcreditreport/fraud/tax/social/security,credit report,0.5,1,0.5,0.5,0,0,1,1
6763843,8,59  1,,NewQuery->Click1-5,59,whirlpool/hvac/company/refrigerators/consumers/generators/panels/corporation/electric/microwaves,renewal by anderson,0,1,1,1,0,0,1,1
2942400,17,40  1,,NewQuery->Click1-5->Click1-5->Click6-10,40,irs/tax/taxes/forms/income/barbara/filing/payroll/turbotax/formshub,self employment tax,0.625,1,0.5,0.319444444,0,0,1,3
12719819,0,45  1,,NewQuery->Click1-5->Click6-10->Click1-5->Click1-5->NewQuery->Click1-5->Click1-5->Click1-5,45,shoes/jeans/nike/boots/mens/footlocker/sunglasses/socks/shoe/kors,nike georgetown->nike georgetown footwear,0.375,1,1,0.498958333,0,0,2,3.5
18168609,2,-1  16,"2:NewQuery->NextPage
2:NewQuery->NextPage->NextPage
2:NextPage->NextPage
2:NextPage->NextPage->NewQuery
8:Click11+->Click11+
8:NextPage->Click11+->Click11+
8:NextPage->Click11+
8:Click11+->NextPage
8:Click1-5->Click6-10
16:Click11+->NextPage->Click11+
16:NewQuery->Click1-5
16:Click11+->Click11+->Click11+->Click11+
16:NextPage->Click11+->Click11+->Click11+->Click11+",NewQuery->Click11+->RefinedQuery->Click1-5->Click11+->Click11+->Click11+->Click11+,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,gay guest house costa rica clothing optional->gay guest house clothing optional,0.882432432,0.5,0.55,0.167050529,0,0.5,2,3
8296273,77,-1  6,"2:NewQuery->NextPage
2:NewQuery->NextPage->NextPage
2:NextPage->NextPage
2:NextPage->NextPage->NewQuery
6:NewQuery->Click6-10
6:NewQuery->Click6-10->Empty
6:NewQuery->Click6-10->NextPage
6:Click6-10->Click1-5",NewQuery->Click6-10,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,usb 2.0,0.875,0,0.125,0.125,0,0,1,1
4911980,30,-1  5,"5:NewQuery->Click1-5->Empty
5:Click1-5->Click1-5
5:NewQuery->Click1-5",NewQuery->Click1-5,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,texas governor rick perry,0,1,1,1,0,0,1,1
896840,1,-1  5,"5:NewQuery->Click1-5->Empty
5:Click1-5->Click1-5
5:NewQuery->Click1-5",NewQuery->Click1-5,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,mexicana o'hare departures,0.5,1,0.5,0.5,0,0,1,1
2541146,22,3  3,"3:NewQuery->Click1-5->Empty
3:Click1-5->Click1-5
3:NewQuery->Click1-5",NewQuery,3,recipes/restaurant/recipe/salad/restaurants/diet/food/cooking/foods/steak,jean chatsky...debt diet,1,0,0,0,1,0,1,0
9323592,7,9  1,,NewQuery->Click1-5->Click1-5,9,tv/radio/channel/cnn/fox/degrassi/television/veracruz/puerto/sanyo,boston legal,0,1,1,0.75,0,0,1,2
11511240,19,-1  5,"5:NewQuery->Click1-5->Empty
5:Click1-5->Click1-5
5:NewQuery->Click1-5",NewQuery,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,ann taylor loft,1,0,0,0,1,0,1,0
13359245,15,65  1,,NewQuery,65,ww/1010wins/wowtgp/wfboom/wkufnd/wwmt/wtov/wwamu/cheap/gold,ww,1,0,0,0,0,0,1,0
1450024,10,0  4,"4:NewQuery->NextPage
4:NextPage->NextPage
4:NextPage->Click1-5
4:NewQuery->RefinedQuery->Click1-5",NewQuery->Click1-5->Click1-5->Click1-5->Click1-5->Click1-5,0,cars/parts/car/honda/chevy/motors/chevrolet/motorcycle/tires/automobile,big ange wheels,0.5,1,1,0.4,0,0,1,5
4292908,10,42  1,,NewQuery->Click1-5->Click1-5->Click1-5->Click1-5->Click6-10->Click6-10->Click11+->Click11+,42,crafts/beads/coloring/preschool/knitting/jewelry/kites/grommets/drapery/making,punch needle craft,0.428571429,1,1,0.271775794,0,0,1,8
17722386,6,11  1,,NewQuery->Click1-5,11,mapquest/maps/map/gps/garmin/longitude/mapqwest/locate/lattitude/idaho,mapquest,0,1,1,1,0,0,1,1
2134959,142,14  1,,NewQuery->Click1-5->NewQuery->Click1-5->NewQuery->Click1-5,14,news/newspaper/herald/magazine/journal/newspapers/tribune/gazette/obituaries/magazines,the decatur daily->google->map quest,0,1,1,1,0,0,3,1
8730322,63,24  2,"2:NewQuery->Click1-5->Click1-5
2:NewQuery->Click1-5
2:NewQuery->Click1-5->Click1-5->Click1-5
2:Click1-5->NextPage",NewQuery->RefinedQuery->Click1-5,24,naked/galleries/std/adult/penis/babes/swingers/erotic/clitoris/orgasm,netponds naked old blondes->netpond's naked old blondes,0.5,0.5,0.5,0.5,0.5,0.5,2,0.5
12611100,4,59  1,,NewQuery->Click1-5->NewQuery->Click1-5,59,whirlpool/hvac/company/refrigerators/consumers/generators/panels/corporation/electric/microwaves,standard communications corp.->southwest windpower inc.,0,1,1,1,0,0,2,1
1803949,43,22  1,,NewQuery,22,walmart/walgreens/lowes/jcpenney/mervyns/macys/nordstrom/jcpenny/goodwill/sears,walmart,1,0,0,0,1,0,1,0
4913275,2,-1  5,"5:NewQuery->Click1-5->Empty
5:Click1-5->Click1-5
5:NewQuery->Click1-5",NewQuery,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,fiber drums,1,0,0,0,1,0,1,0
12738474,13,64  1,,NewQuery->Click1-5->Click1-5,64,insurance/medicare/health/affordable/disability/companies/statefarminsurance/farmers/pacificare/allstate,farmers insurance,0,1,1,0.75,0,0,1,2
2403794,26,10  1,,NewQuery->Click1-5,10,myspace/layouts/backgrounds/wallpapers/eharmony/facebook/friendster/livejournal/xanga/myspacelayouts,myspace,0,1,1,1,0,0,1,1
3180576,49,28  1,,NewQuery->Click1-5,28,book/books/library/amazon/cliff/synopsis/bookbinding/borders/sparknotes/bookstore,warren trumbull library,0,1,1,1,0,0,1,1
6310315,34,78  1,,NewQuery->Click1-5->Click1-5,78,lake/mackinaw/mountplainsmuseum/coldwater/headwaters/lakevermilion/wetlands/quartzmountain/reidsville/shreveport,lakevermilion,0,1,1,1,0,0,1,2
13032815,9,12  2,"2:NewQuery->NewQuery
2:NewQuery->Empty
2:NewQuery->Click1-5",NewQuery->Click1-5->Click1-5,12,dell/laptop/windows/printer/spyware/hp/computer/mcafee/kodak/uninstaller,aol dsl,0.5,1,1,0.625,0,0,1,2
4553979,73,-1  5,"5:NewQuery->Click1-5->Empty
5:Click1-5->Click1-5
5:NewQuery->Click1-5",NewQuery->Click1-5->Click1-5->Click1-5->Click6-10->Click11+->Click1-5,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,steve nash black jersey,0.4,1,1,0.383333333,0,0,1,6
1760667,22,11  1,,NewQuery->Click1-5->NewQuery->Click1-5,11,mapquest/maps/map/gps/garmin/longitude/mapqwest/locate/lattitude/idaho,google maps->count basie theatre,0,1,1,1,0,0,2,1
1039293,112,3  3,"3:NewQuery->Click1-5->Empty
3:Click1-5->Click1-5
3:NewQuery->Click1-5",NewQuery->Click1-5->Click1-5->Click6-10->NewQuery->Click1-5,3,recipes/restaurant/recipe/salad/restaurants/diet/food/cooking/foods/steak,grapefruits->grapefruits health benefits,0.285714286,1,1,0.773809524,0,0,2,2
11487183,1,4  1,,NewQuery->Click1-5,4,surgery/disease/cancer/symptoms/mumps/diseases/health/epidemic/brain/spine,small pox vaccine,0.75,1,0.25,0.25,0,0,1,1
966302,209,6  3,"3:NewQuery->Click1-5->NewQuery
3:NewQuery->Click1-5
3:NewQuery->Click1-5->Empty",NewQuery->NewQuery,6,bank/bankofamerica/credit/nyse/amex/schwab/citibank/stock/express/ameritrade,n y s e wipro->amex bema gold,1,0,0,0,1,0,2,0
10519460,1,-1  11,"4:NewQuery->RefinedQuery
4:RefinedQuery->Click1-5
4:NewQuery->RefinedQuery->Click1-5
4:NewQuery->NewQuery->RefinedQuery
11:NewQuery->NewQuery->NewQuery
11:NewQuery->NewQuery->Empty
11:NewQuery->NewQuery",NewQuery->NewQuery,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,brad and dunstreet->dun and bradstreet,1,0,0,0,1,0,2,0
3510828,34,40  1,,NewQuery->RefinedQuery,40,irs/tax/taxes/forms/income/barbara/filing/payroll/turbotax/formshub,payroll tax with holding schdules->free payroll tax with holding schdules,1,0,0,0,0.5,0.5,2,0
7863016,7,3  3,"3:NewQuery->Click1-5->Empty
3:Click1-5->Click1-5
3:NewQuery->Click1-5",NewQuery->Click1-5,3,recipes/restaurant/recipe/salad/restaurants/diet/food/cooking/foods/steak,rival crockpot,0,1,1,1,0,0,1,1
294499,121,15  1,,NewQuery->Click1-5,15,space/orbitz/voyager/orbit/constellations/galaxy/mars/orbits/outerspace/planetatv,my space,0,1,1,1,0,0,1,1
164361,25,99  1,,NewQuery,99,buddy/buddyview/icons/interpals/imhelp/buddymatch/buddylist/penpals/aim/aol,pal,1,0,0,0,0,0,1,0
331935,34,48  1,,NewQuery->Click1-5,48,airport/hall/madison/arena/park/metrodome/lax/stadium/memphis/stlouisparksdepartment,oakland arena,0,1,1,1,0,0,1,1
10267431,9,3  3,"3:NewQuery->Click1-5->Empty
3:Click1-5->Click1-5
3:NewQuery->Click1-5",NewQuery->NewQuery->Click1-5,3,recipes/restaurant/recipe/salad/restaurants/diet/food/cooking/foods/steak,orange gatorade->gatorade,0,0.5,1,1,0.5,0,2,0.5
72158,14,49  1,,NewQuery->NewQuery,49,netzero/gateway/network/2wire/intranet/singlesnet/netti/isp/trendway/channel,gateway.2wire->gateway.2wire setup,1,0,0,0,1,0,2,0
841222,43,6  3,"3:NewQuery->Click1-5->NewQuery
3:NewQuery->Click1-5
3:NewQuery->Click1-5->Empty",NewQuery->Click1-5,6,bank/bankofamerica/credit/nyse/amex/schwab/citibank/stock/express/ameritrade,poplar grove state bank,0.5,1,0.5,0.5,0,0,1,1
11965922,15,39  1,,NewQuery,39,ariodante/italy/strada/escerbic/cerrito/italian/pasta/latinadoinica/salasa/lago,primavera,1,0,0,0,0,0,1,0
10541551,5,-1  19,"2:NewQuery->NextPage
2:NewQuery->NextPage->NextPage
2:NextPage->NextPage
2:NextPage->NextPage->NewQuery
19:NextPage->NewQuery->NewQuery->NewQuery->NextPage
19:NewQuery->NextPage->NextPage->Empty
19:NewQuery->NextPage->Empty",NewQuery,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,jack.pot,1,0,0,0,0,0,1,0
191233,56,13  1,,NewQuery,13,randy/andrew/taylor/jackson/james/mcphee/chesney/daughtry/reggae/marley,lane bryant,1,0,0,0,1,0,1,0
697006,71,98  1,,NewQuery->NewQuery->Click11+,98,poems/poetry/cathy/mothers/remembrance/romantic/haiku/friendship/exeter/epitaphs,sad love poems->why poems,0.996197719,0,0.003802281,0.003802281,0.5,0,2,0.5
5704964,8,-1  5,"5:NewQuery->Click1-5->Empty
5:Click1-5->Click1-5
5:NewQuery->Click1-5",NewQuery->Click1-5,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,bessie coleman,0.8,1,0.2,0.2,0,0,1,1
4583539,24,8  1,,NewQuery->Click1-5,8,pages/phone/phones/mobile/ringtones/cingular/verizon/telephone/call/codes,t-mobile,0,1,1,1,0,0,1,1
4814766,6,-1  11,"4:NewQuery->RefinedQuery
4:RefinedQuery->Click1-5
4:NewQuery->RefinedQuery->Click1-5
4:NewQuery->NewQuery->RefinedQuery
11:NewQuery->NewQuery->NewQuery
11:NewQuery->NewQuery->Empty
11:NewQuery->NewQuery",NewQuery->RefinedQuery,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,mys->mysp,1,0,0,0,1,0.5,2,0
10222294,55,14  1,,NewQuery->Click1-5,14,news/newspaper/herald/magazine/journal/newspapers/tribune/gazette/obituaries/magazines,the charleston gazette,0.5,1,0.5,0.5,0,0,1,1
11087697,1,-1  6,"2:NewQuery->NextPage
2:NewQuery->NextPage->NextPage
2:NextPage->NextPage
2:NextPage->NextPage->NewQuery
6:NewQuery->Click6-10
6:NewQuery->Click6-10->Empty
6:NewQuery->Click6-10->NextPage
6:Click6-10->Click1-5",NewQuery->Click6-10,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,candy cruncher,0.875,0,0.125,0.125,0,0,1,1
4711519,0,-1  17,"2:NewQuery->NextPage
2:NewQuery->NextPage->NextPage
2:NextPage->NextPage
2:NextPage->NextPage->NewQuery
8:Click11+->Click11+
8:NextPage->Click11+->Click11+
8:NextPage->Click11+
8:Click11+->NextPage
8:Click1-5->Click6-10
17:Click1-5->Click1-5
17:NextPage->Click1-5
17:NextPage->NextPage->NextPage",NewQuery->Click11+->Click11+->Click11+,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,revealing mardi gra pics,0.94,0,0.090909091,0.046773619,0,0,1,3
4823483,9,37  1,,NewQuery,37,http/omhttp/oglehttp/web/mhttp/https/httppppp/httphair/portauthority/webquests,ghttp,1,0,0,0,1,0,1,0
1902850,19,15  1,,NewQuery->Click1-5->Click1-5->Click1-5->Click1-5->Click1-5,15,space/orbitz/voyager/orbit/constellations/galaxy/mars/orbits/outerspace/planetatv,yahoo,0,1,1,1,0,0,1,5
4920397,7,-1  5,"5:NewQuery->Click1-5->Empty
5:Click1-5->Click1-5
5:NewQuery->Click1-5",NewQuery->Click1-5,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,imperial palace,0.5,1,0.5,0.5,0,0,1,1
15848880,4,-1  5,"5:NewQuery->Click1-5->Empty
5:Click1-5->Click1-5
5:NewQuery->Click1-5",NewQuery,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,richard nixon's middle name,1,0,0,0,1,0,1,0
1284865,8,-1  5,"5:NewQuery->Click1-5->Empty
5:Click1-5->Click1-5
5:NewQuery->Click1-5",NewQuery->Click1-5,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,ups,0.75,1,0.25,0.25,0,0,1,1
7562593,7,89  1,,NewQuery->Click1-5->Click1-5->NewQuery->Click1-5,89,photobucket/pichunter/photoshop/mysistershotfriend/freepics/hothot/imagesghack/picturetrails/piczo/photos,photobucket->typing test,0,1,1,1,0,0,2,1.5
644093,2,-1  5,"5:NewQuery->Click1-5->Empty
5:Click1-5->Click1-5
5:NewQuery->Click1-5",NewQuery->Click1-5->Click1-5,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,petfinder,0,1,1,1,0,0,1,2
1652776,6,36  1,,NewQuery,36,airlines/southwest/continental/delta/southwestairlines/airline/travelocity/spiritairlines/southwestalliance/mesaairlines,ataairlines,1,0,0,0,1,0,1,0
2723971,15,-1  5,"5:NewQuery->Click1-5->Empty
5:Click1-5->Click1-5
5:NewQuery->Click1-5",NewQuery->Click1-5->Click1-5->Click1-5,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,kristen archives,0,1,1,1,0,0,1,3
3355570,69,109  1,,NewQuery->Click1-5,109,null/nada/undefined///////,nada,0,1,1,1,0,0,1,1
1208798,41,-1  14,"2:NewQuery->NextPage
2:NewQuery->NextPage->NextPage
2:NextPage->NextPage
2:NextPage->NextPage->NewQuery
14:NewQuery->NextPage->NextPage->NextPage
14:NewQuery->NextPage->NextPage->NextPage->NextPage
14:NextPage->NextPage->NextPage
14:NextPage->NextPage->NextPage->NewQuery",NewQuery->Click1-5->Click1-5->Click11+->NewQuery->Click1-5->Click6-10->Click6-10->NewQuery,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,a kiss before dawn kimberly logan->sins of midnight kimberly logan->kimberly logan,0.676136364,0.666666667,0.666666667,0.33757215,0,0,3,2
2266209,2,4  1,,NewQuery->NewQuery,4,surgery/disease/cancer/symptoms/mumps/diseases/health/epidemic/brain/spine,meningitis->spinal meningitis,1,0,0,0,0.5,0,2,0
7087491,12,-1  5,"5:NewQuery->Click1-5->Empty
5:Click1-5->Click1-5
5:NewQuery->Click1-5",NewQuery->Click11+,-1,county/pa/ohio/state/texas/country/georgia/wachovia/company/ca,school age child care,0.9,0,0.1,0.1,0,0,1,1
13362448,420,77  1,,NewQuery->Click1-5->NewQuery->Click1-5->NewQuery->Click1-5,77,bus/amtrak/buses/transit/transportation/greyhound/staten/railroadarizona/railroadtucson/busesforsale,greyhound database->t.k.m. greyhounds->rosnet 2000,0,1,1,1,0,0,3,1
